idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
220,1,9.438388,8.340583,1.097805,781,spongent,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSPONGENT,3.715664,1.134221,0.246599,2.192408,0.251098,2.107999,0.922151,2.192408,5.025305,0.181669,0.240103,0.846707,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,0,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|0,6,6,6,spongent,10,,,,1.526074,0.922151,1.538655,1.079267,0.209857,0.003186,1.554285,1.195055,0.194006,0.003526,104,85,43,549,1,0
221,1,9.460602,8.410385,1.050217,781,spongent,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSPONGENT,3.758464,1.117039,0.254137,2.206916,0.21526,2.117547,0.937149,2.206916,4.50302,0.17107,0.238089,0.834957,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,1,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|1,6,6,6,spongent,10,,,,1.475425,0.937149,1.548032,1.099705,0.208313,0.002675,1.555617,1.10142,0.192242,0.002975,104,85,43,549,1,0
222,1,9.869782,8.799209,1.070573,781,spongent,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSPONGENT,3.737254,1.121697,0.260794,2.407144,0.229266,2.126504,0.923693,2.407144,4.526244,0.161041,0.247667,0.841307,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,2,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|2,6,6,6,spongent,10,,,,1.492408,0.923693,1.756495,1.089126,0.198634,0.003046,1.562318,1.100998,0.190521,0.003226,104,85,43,549,1,0
223,1,9.422938,8.35019,1.072748,781,spongent,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSPONGENT,3.75104,1.123861,0.243022,2.180205,0.220278,2.111726,0.93204,2.180205,4.493381,0.158505,0.23874,0.85247,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,3,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|3,6,6,6,spongent,10,,,,1.474275,0.93204,1.555616,1.07554,0.201842,0.002605,1.560054,1.106278,0.19098,0.003737,104,85,43,549,1,0
224,1,10.221535,9.131987,1.089548,781,spongent,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSPONGENT,4.357575,1.230242,0.259656,2.262731,0.214398,2.660552,0.944854,2.262731,4.668783,0.169163,0.24895,0.87515,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,4,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|4,6,6,6,spongent,10,,,,1.518366,0.944854,1.640778,1.101719,0.220055,0.003015,1.617975,1.26618,0.234022,0.003627,104,85,43,549,1,0
225,1,9.493212,8.405867,1.087345,781,spongent,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSPONGENT,3.732345,1.125124,0.241087,2.213338,0.241551,2.119651,0.934274,2.213338,4.483102,0.164653,0.246846,0.845794,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,5,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|5,6,6,6,spongent,10,,,,1.493085,0.934274,1.543824,1.0968,0.195438,0.002605,1.550486,1.104425,0.19113,0.002985,104,85,43,549,1,0
226,1,9.628989,8.539759,1.08923,781,spongent,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSPONGENT,3.905763,1.13884,0.26326,2.19347,0.248712,2.136422,1.000369,2.19347,4.506176,0.192223,0.247056,0.840518,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,6,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|6,6,6,6,spongent,10,,,,1.544712,1.000369,1.556647,1.153107,0.197363,0.002735,1.561207,1.107981,0.191983,0.002955,104,85,43,549,1,0
227,1,9.460769,8.350353,1.110416,781,spongent,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSPONGENT,3.746362,1.120736,0.24913,2.183181,0.244822,2.117647,0.957618,2.183181,4.476821,0.173556,0.237629,0.865594,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,7,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|7,6,6,6,spongent,10,,,,1.533103,0.957618,1.52586,1.08559,0.193435,0.003246,1.538405,1.103053,0.19037,0.002895,104,85,43,549,1,0
228,1,9.461332,8.399463,1.061869,781,spongent,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSPONGENT,3.76676,1.123801,0.262523,2.196716,0.222476,2.1297,0.920488,2.196716,4.5402,0.191774,0.239271,0.839393,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,8,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|8,6,6,6,spongent,10,,,,1.516167,0.920488,1.537422,1.121937,0.204376,0.002976,1.569603,1.114183,0.190379,0.003046,104,85,43,549,1,0
229,1,10.109052,9.027007,1.082045,781,spongent,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSPONGENT,4.407199,1.143439,0.28727,2.189412,0.218636,2.433984,1.205616,2.189412,4.516095,0.165138,0.240984,0.863408,StadiumSPONGENT,StadiumSPONGENT-6-20260809-23:07:23-359377,9,StadiumSPONGENT-6-20260809-23:07:23-359377|phase2|9,6,6,6,spongent,10,,,,1.534453,1.205616,1.554826,1.110787,0.234622,0.003076,1.563081,1.106088,0.203264,0.005711,104,85,43,549,1,0
230,1,9.450816,8.389407,1.061409,781,spongent,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSPONGENT,3.74015,1.131085,0.247163,2.199292,0.220975,2.107568,0.94258,2.199292,4.499604,0.170527,0.250673,0.840435,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,0,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|0,7,7,7,spongent,10,,,,1.479099,0.94258,1.536721,1.087754,0.216579,0.003958,1.55716,1.10692,0.192042,0.004107,104,85,43,549,1,0
231,1,9.477686,8.403503,1.074183,781,spongent,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSPONGENT,3.794152,1.130113,0.253573,2.185676,0.231183,2.112818,0.992563,2.185676,4.495896,0.169969,0.237999,0.843,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,1,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|1,7,7,7,spongent,10,,,,1.497724,0.992563,1.531561,1.087022,0.198235,0.002725,1.544186,1.109754,0.20139,0.003226,104,85,43,549,1,0
232,1,10.358122,9.283243,1.074879,781,spongent,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSPONGENT,4.633907,1.130454,0.241033,2.204952,0.228696,2.563098,1.334339,2.204952,4.502709,0.176896,0.239432,0.846183,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,2,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|2,7,7,7,spongent,10,,,,1.492808,1.334339,1.54117,1.119664,0.219333,0.002875,1.571336,1.100668,0.191922,0.003055,104,85,43,549,1,0
233,1,9.630732,8.533528,1.097204,781,spongent,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSPONGENT,3.730582,1.11827,0.251376,2.281086,0.251157,2.124961,0.926289,2.281086,4.809929,0.160425,0.240774,0.846047,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,3,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|3,7,7,7,spongent,10,,,,1.509004,0.926289,1.533475,1.183443,0.192043,0.003056,1.673249,1.125455,0.244552,0.003247,104,85,43,549,1,0
234,1,9.500821,8.442786,1.058035,781,spongent,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSPONGENT,3.780636,1.231294,0.245854,2.205944,0.215478,2.130562,0.951786,2.205944,4.537916,0.172727,0.250262,0.842558,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,4,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|4,7,7,7,spongent,10,,,,1.476616,0.951786,1.538714,1.085849,0.215146,0.002875,1.598699,1.101579,0.24377,0.003226,104,85,43,549,1,0
235,1,10.725191,9.632653,1.092538,781,spongent,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSPONGENT,5.012602,1.418117,0.282257,2.190775,0.233688,2.618152,1.383141,2.190775,4.519831,0.170889,0.238501,0.85885,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,5,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|5,7,7,7,spongent,10,,,,1.545683,1.383141,1.68535,1.175068,0.263148,0.002805,1.750444,1.182362,0.225876,0.003115,104,85,43,549,1,0
236,1,9.479576,8.377253,1.102323,781,spongent,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSPONGENT,3.727146,1.147886,0.271887,2.205613,0.221222,2.119461,0.919125,2.205613,4.9796,0.159728,0.238881,0.881101,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,6,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|6,7,7,7,spongent,10,,,,1.533938,0.919125,1.548281,1.096449,0.196291,0.002875,1.57902,1.16569,0.193485,0.003016,104,85,43,549,1,0
237,1,9.454568,8.368107,1.086461,781,spongent,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSPONGENT,3.743026,1.118571,0.240931,2.192679,0.229761,2.142034,0.914877,2.192679,4.506416,0.179195,0.239723,0.8567,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,7,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|7,7,7,7,spongent,10,,,,1.506587,0.914877,1.530029,1.089246,0.20699,0.002615,1.552681,1.097171,0.194939,0.002826,104,85,43,549,1,0
238,1,9.511631,8.451005,1.060626,781,spongent,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSPONGENT,3.731954,1.125395,0.268665,2.238481,0.220921,2.116625,0.930196,2.238481,4.510877,0.210569,0.242089,0.839706,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,8,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|8,7,7,7,spongent,10,,,,1.53986,0.930196,1.542301,1.122164,0.207852,0.002926,1.55995,1.10342,0.199628,0.003296,104,85,43,549,1,0
239,1,9.471255,8.387893,1.083362,781,spongent,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSPONGENT,3.717063,1.11365,0.241105,2.213414,0.234868,2.113675,0.91805,2.213414,4.526347,0.161498,0.244002,0.848494,StadiumSPONGENT,StadiumSPONGENT-7-20260809-23:07:23-359377,9,StadiumSPONGENT-7-20260809-23:07:23-359377|phase2|9,7,7,7,spongent,10,,,,1.485965,0.91805,1.537223,1.117407,0.193528,0.003787,1.548605,1.113501,0.190091,0.004769,104,85,43,549,1,0
